,time,character,quote,location,description,Sentiment
460,460,Joyce,It's the quickest way back.,MIND WORLD,"In the distance, Family Island RUMBLES. Joyce and Sandra have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump.",0
461,461,Sandra,But it's right over the Memory Dump. If we fall we'll be forgotten forever!,MIND WORLD,"In the distance, Family Island RUMBLES. Joyce and Sandra have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump.",0
462,462,Joyce,We have to do this. For Riley. Just follow my footsteps.,MIND WORLD,"In the distance, Family Island RUMBLES. Joyce and Sandra have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump.",0
463,463,Sandra,Hohh... ok.,MIND WORLD,"In the distance, Family Island RUMBLES. Joyce and Sandra have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump.",0
464,464,Joyce,(stepping onto lightline) It's not that high. It's totally fiii... Whoa...,MIND WORLD,"In the distance, Family Island RUMBLES. Joyce and Sandra have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump.",0
465,465,DAD,Hey.,SAN FRANCISCO HOUSE,"Dad knocks on Riley's door, peeks in.",0
466,466,DAD,"So uh, things got a little out of hand downstairs.  You want to talk about it? (still no answer) Come on. Where's my happy girl? Monkey. (he tries monkey noises)",SAN FRANCISCO HOUSE,Riley's in her sleeping bag. She doesn't answer.,1
467,467,Angelo,He's trying to start up Goofball.,HEADQUARTERS,Riley's in her sleeping bag. She doesn't answer.,0
468,468,DAD,Come on. (tries more monkey noises),SAN FRANCISCO HOUSE,"Felipe looks at the empty Core Memory Holder, then out the window: GOOFBALL ISLAND is dark and silent.",0
469,469,Joyce,Ahhh! Go back! RUN! RUN! RUN!,GOOFBALL ISLAND,Joyce sees the lightline breaking ahead.,0
470,470,Joyce,What-- ?,LONG-TERM MEMORY,"They leap across the buckling bridge, making it over to the cliff just in time to see Goofball Island fall into the dump.",0
471,471,DAD,"I get it, you need some alone time. We'll talk later.",SAN FRANCISCO HOUSE,"Joyce watches it sink. FLASH CUTS of Young Riley: * Riley twirling until she falls over. * The family jumping on a trampoline. * Riley riding on Dad's shoulders, making silly faces with ice cream all over her face.",0
472,472,Diane,We have a major problem.,HEADQUARTERS,The Emotions stare out the back window in disbelief.,0
473,473,Felipe,"Ohh, Joyce where are you?",HEADQUARTERS,The Emotions stare out the back window in disbelief.,0
474,474,Sandra,"We lost Goofball Island. That means she can lose Friendship, and Hockey, and Honesty, and Family! You can fix this, right Joyce?",LONG-TERM MEMORY,Joyce and Sandra stare down into the abyss.,-1
475,475,Joyce,I... I don't know. (Sandra sighs in despair) But we have to try. C'mon.,LONG-TERM MEMORY,Joyce and Sandra stare down into the abyss.,0
476,476,Joyce,"Riley's gone to sleep. (more sighs from Sandra) ...which is a good thing, when you think about it, because nothing else bad can happen while she's asleep!  We'll be back to Headquarters before she wakes up. We'll just go across Friendship Island.",LONG-TERM MEMORY,The sky darkens.,0
477,477,Sandra,"We'll never make it, hoh... nooo...",LONG-TERM MEMORY,"Shelves jut out over the cliff edge, making Friendship Island inaccessible.",0
478,478,Joyce,"No, no, no, don't obsess over the weight of life's problems, remember the funny movie where the dog dies?!",LONG-TERM MEMORY,"Shelves jut out over the cliff edge, making Friendship Island inaccessible.",-2
479,479,Joyce,"Uhhh, Sandra, we don't have time for this.",LONG-TERM MEMORY,Sandra face plants.,0
480,480,Joyce,We'll just have to go around! Take the scenic route.,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,1
481,481,Sandra,"Wait! Joyce, you could get lost in there!",LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,-1
482,482,Joyce,Think positive!,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,0
483,483,Sandra,Okay. I'm positive you will get lost in there. That's Long-Term Memory. An endless warren of corridors and shelves. I read about it in the manuals.,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,0
484,484,Joyce,The manuals? The manuals! You read the manuals!,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,0
485,485,Sandra,Yeah...,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,0
486,486,Joyce,So you know the way back to headquarters!,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,0
487,487,Sandra,"I, guess...",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,0
488,488,Joyce,"You are my map! Let's go! Lead on, Mind Map! Show me where we're going!",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,0
489,489,Sandra,"Okay! Only, I'm too sad to walk. Just give me a few... hours.",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,-1
490,490,Joyce,Which way? Left?,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,0
491,491,Sandra,"Right. (Joyce turns right) No. I mean, go left. I said left was right, like correct.",LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,1
492,492,Joyce,Okay.,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,0
493,493,Sandra,This actually feels kind of nice.,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,0
494,494,Joyce,Okay! Here we go. We'll be back to Headquarters before morning. We can do it. This'll be easy. This is working!,LONG-TERM MEMORY,Joyce heads off into the COMPLICATED LABYRINTH ahead of them.,0
495,495,Joyce,This is not working. Are we getting close?,LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",0
496,496,Sandra,"Yeah. Just another right. And a left. Then another left, and a right...",LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",0
497,497,Joyce,Are you sure you know where we're going? Because we seem to be walking AWAY from Headquarters--,LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",0
498,498,Joyce,Riley's awake.,LONG-TERM MEMORY,The SKY BRIGHTENS. Day. And they're still lost.,0
499,499,Joyce,"Ah ah ah, don't touch, remember? If you touch them, they stay sad!",LONG-TERM MEMORY,Joyce drops a core memory. Sandra reaches to grab it.,0
500,500,Sandra,Oh. Sorry. I won't...,LONG-TERM MEMORY,Joyce drops a core memory. Sandra reaches to grab it.,0
501,501,Sandra,...starting now.,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,0
502,502,Joyce,I can't take much more of this.,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,0
503,503,MALE FORGETTER,Forget 'em!,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,0
504,504,Joyce,Mind Workers!,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,0
505,505,Sandra,But Joyce we're almost... ohhhh.,LONG-TERM MEMORY,Joyce runs off toward the voice.,0
506,506,FEMALE FORGETTER,Phone numbers. We don't need all of these. They're in her phone.,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,0
507,507,MALE FORGETTER,Just forget all of that. Please. Forget it!,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,0
508,508,Joyce,Excuse me. Hi. I need to find Friendship Island...,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,0
509,509,FEMALE FORGETTER,(pointing to memories) Look at this. Four years of piano lessons.,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,0
510,510,MALE FORGETTER,"Yeah, looks pretty faded.",LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,1
511,511,FEMALE FORGETTER,"You know what? Save Chopsticks and Heart and Soul, get rid of the rest.",LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,0
512,512,Joyce,Are you--,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,0
513,513,FEMALE FORGETTER,U.S. Presidents. What do you think?,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,0
514,514,MALE FORGETTER,"Eh, just keep Washington, Lincoln and the fat one.",LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,-1
515,515,FEMALE FORGETTER,Forget 'em!,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,0
516,516,Joyce,Hey! You can't throw those away! Those are perfectly good memories.,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,2
517,517,MALE FORGETTER,The names of every Cutie Pie Princess doll?,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,0
518,518,Joyce,"Yes! That is critical information! Glitterstorm, Honeypants, Officer Justice...",LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,-1
520,520,Joyce,Hey! Bring those back.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
521,521,FEMALE FORGETTER,They're in the dump. Nothing comes back from the dump.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
522,522,MALE FORGETTER,"Yeah. Look lady, this is our job, OK?",LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
523,523,FEMALE FORGETTER,"When Riley doesn't care about a memory, it fades.",LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
524,524,Joyce,Fades?,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
525,525,FEMALE FORGETTER,Happens to the best of 'em.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,1
526,526,MALE FORGETTER,(pulls memory from a cart) Except for this bad boy! This one will NEVER fade.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,-1
527,527,Joyce,(recognizing it) The song from the gum commercial?,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
528,528,MALE FORGETTER,(conspiratorial) Sometimes we send that one up to headquarters for no reason.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
529,529,FEMALE FORGETTER,It just plays in Riley's head over and over again. Like a million times! Ha! Let's watch it again!,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,0
530,530,MALE FORGETTER,"Tripledent gum will make you smile! Tripledent gum! It lasts a while! Tripledent gum will help you, mister, to punch bad breath right in the kisser.",LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,-1
531,531,Joyce,We all know the song. Okay. Yup. Real catchy.,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,0
532,532,MALE FORGETTER,(to Female Forgetter) What do ya think? Should we do it?,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,0
533,533,FEMALE FORGETTER,Yeah! Ha ha!,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,0
534,534,MALE FORGETTER,"OK, here we go! Ha ha ha!",LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,0
535,535,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum! It lasts a while--,HEADQUARTERS,"Felipe, Angelo and Diane are having a peaceful morning. The memory drops into Headquarters, playing at full volume.",0
536,536,Angelo,Wha-- this again!?!,HEADQUARTERS,"Felipe, Angelo and Diane are having a peaceful morning. The memory drops into Headquarters, playing at full volume.",0
537,537,Joyce,(following them) Wait!  Do you know how to get to Friendship Island?!,LONG-TERM MEMORY,"The Forgetters walk away, laughing and singing.",0
538,538,MEG,(on the computer) Do you like it there? Did you feel any earthquakes? Is the bridge cool?,SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",1
539,539,RILEY,"Yeah, it's good. What happened with the playoffs?",SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",0
540,540,MEG,"We won the first game. Coach says we might actually go to the finals this year. Oh, and we've got this new girl on the team. She's so cool.",SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",1
541,541,Diane,"Oh, she did NOT just say that.",HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song.",0
542,542,Felipe,A NEW GIRL? Meg has a new friend already?!,HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song.",0
543,543,Diane,"Hey hey, stay happy! We do NOT want to lose any more islands here guys!",HEADQUARTERS,Angelo GROWLS.,-1
544,544,MEG,We can pass the puck to each other without even looking. It's like mind reading!,SAN FRANCISCO HOUSE,Angelo GROWLS.,1
545,545,Angelo,"You like to read minds, Meg? I got something for you to read right here! (grabbing the controls)",HEADQUARTERS,Angelo GROWLS.,2
546,546,Diane,"No no no, what are you doing?!",HEADQUARTERS,Angelo GROWLS.,0
547,547,Felipe,"Wait, wait-- let's just be calm for one second--",HEADQUARTERS,Angelo GROWLS.,1
548,548,Angelo,GAAAAAA!!!!,HEADQUARTERS,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,0
549,549,MEG,I heard they have parrots living in-,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,0
550,550,RILEY,I gotta go.,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,0
551,551,MEG,What?,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,0
552,552,RILEY,I GOTTA GO.,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,0
553,553,Joyce,What...?,LONG-TERM MEMORY,"Joyce follows the Forgetters, trying to get directions. They ignore her, singing the gum-commercial jingle. A horrible mechanical GROANING sound. Joyce reacts.",0
554,554,Joyce,Friendship Island?,LONG-TERM MEMORY,Joyce rounds a corner and sees Friendship Island crumbling.,0
555,555,Joyce,Wh-- ?,LONG-TERM MEMORY,The FRIENDSHIP CORE MEMORY Joyce holds fades. She runs forward.,0
556,556,Joyce,"Ohh, not Friendship.",LONG-TERM MEMORY,She looks on in horror as Friendship Island falls.,0
557,557,Sandra,"Oh, Riley loved that one. And now it's GONE. Goodbye friendship, hello loneliness.",LONG-TERM MEMORY,Joyce hugs the core memories. One of them is memory of young Riley and Meg walking together.,1
558,558,Joyce,(trying to stay positive) We'll just have to go the long way.,LONG-TERM MEMORY,Joyce sees Hockey Island in the distance.,0
559,559,Sandra,"Yeah. The long, long, looong way. I'm ready.",LONG-TERM MEMORY,They turn to look back into the deep memory shelves.,0
560,560,Joyce,"Ah, yes. (pulling Sandra) There's gotta be a better way.",LONG-TERM MEMORY,"Sandra lies down on the ground, offering her leg. Joyce sighs. She doesn't want to do this again.",1
561,561,BING BONG,"(talking to the memories) Ohhh, look at you, you're a KEEPER!",LONG-TERM MEMORY,"Sandra lies down on the ground, offering her leg. Joyce sighs. She doesn't want to do this again.",0
562,562,Joyce,Huh?,LONG-TERM MEMORY,"Sandra lies down on the ground, offering her leg. Joyce sighs. She doesn't want to do this again.",0
563,563,BING BONG,"I will take you, but not you. (beat) Oh who am I kidding, I can't leave you!",LONG-TERM MEMORY,"Joyce sees a strange figure up ahead, gathering memories.",0
564,564,Joyce,Hello!,LONG-TERM MEMORY,"Joyce sees a strange figure up ahead, gathering memories.",0
565,565,Joyce,"Wait! Hey, wait!  Stop!",LONG-TERM MEMORY,The figure sees Joyce -- and bolts.,0
566,566,Joyce,Excuse me...?,LONG-TERM MEMORY,"Joyce rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old.",0
567,567,BING BONG,"(jumping up; cornered) Ahhhh! Uh, I was looking for, uh-- (grabs a memory) --DIVERSION!",LONG-TERM MEMORY,"Joyce rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old.",0
568,568,BING BONG,"Ha ha! So long, sucker!",LONG-TERM MEMORY,He THROWS IT and makes a run for it.,0
569,569,BING BONG,"Ow!  Oww, I hurt all over.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,-1
570,570,Joyce,Wait. I know you.,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
571,571,BING BONG,"No you don't. I get that a lot, I look like a lot of people.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,1
572,572,Joyce,"No, I do! Bing Bong! Riley's Imaginary Friend!",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
573,573,BING BONG,You really DO know me!,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
574,574,Joyce,"Well of course! Riley loved playing with you, you two were best friends! Oh! You would know. We're trying to get back to Headquarters...",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,2
575,575,BING BONG,Headquarters? You guys are from Headquarters?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
576,576,Joyce,"(mock modesty) Well, yeah. I'm Joyce. This is Sandra.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
577,577,BING BONG,You're Joyce? THE Joyce?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
578,578,Joyce,Mm-hmm.,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
579,579,BING BONG,Well what the heck are you doing out here?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,-1
580,580,Joyce,"That's a good question! You want to answer that, Sandra?",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,1
581,581,BING BONG,"Without you, Riley won't ever be happy. We can't have that, we gotta get you back! I'll tell you what, follow me.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,0
582,582,Joyce,"Oh, thank you!",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,1
583,583,Joyce,"It is so great to see you again. I gotta tell you, I am such a huge fan of your work. Do you remember when you and Riley were in a band?",LONG-TERM MEMORY,Bing Bong leads them on through the memory shelves.,1
584,584,Joyce,I went to all of your concerts.,LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk.",0
585,585,BING BONG,"Yeah, I blow a mean nose.",LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk.",-1
586,586,Joyce,Watching you play tag was such a treat.,LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him.",0
587,587,BING BONG,Two-time world champ.,LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him.",0
588,588,Joyce,"Oh, and remember your rocket?!",LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,0
589,589,BING BONG,Of course! It runs on song power.,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,0
590,590,Joyce,"That's right, your theme song! (singing) Who's your friend who likes to play?",LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,1
591,591,BING BONG,(sings) BING BONG BING BONG!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,0
592,592,Joyce,His rocket makes you yell Hooray!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,0
593,593,BING BONG,BING BONG BING BONG!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,0
595,595,Sandra,What exactly are you supposed to be?,LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",0
596,596,BING BONG,"You know, it's unclear. I'm mostly cotton candy, but shape-wise, I'm part cat, part elephant, part dolphin.",LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",0
597,597,Joyce,Dolphin?,LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",0
598,598,BING BONG,"You gotta remember, when Riley was three, animals were all the rage. The cow goes moo. The horse goes neigh. That's all people talked about back then.",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,0
599,599,Joyce,"Yeah, I guess that's true. What are you doing out here?",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,0
600,600,BING BONG,"Well, there's not much call for imaginary friends lately, so, uh, you know, I'm...",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,-1
601,601,Joyce,"Hey, hey, don't be sad. Tell you what, when I get back up to Headquarters, I'll make sure Riley remembers you.",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,0
602,602,BING BONG,You will?!,LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,0
603,603,Joyce,"Of course, she'd love that!",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,1
604,604,BING BONG,Ha ha! This is the greatest day of my life!,LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,1
605,605,Joyce,Are you okay?,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
606,606,Sandra,What's going on?,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
607,607,BING BONG,"I cry candy. Try the caramel, it's delicious.",LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",-1
608,608,Joyce,Ooo. (fumbles memories) Woah!,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
609,609,BING BONG,Oh-- here-- use this. (offers his satchel),LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
610,610,Joyce,Thanks!,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
611,611,BING BONG,"Oh, hold on. Wait a second.",LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",0
612,612,BING BONG,What? It's imaginary.,LONG-TERM MEMORY,"He empties out an impossible amount of stuff: tons of memories, a boot, an anchor, a cat... Joyce and Sandra stare in amazement.",0
613,613,Joyce,Thanks! This'll make it a lot easier to walk back to Headquarters.,LONG-TERM MEMORY,Joyce accepts the satchel and puts in the core memories.,1
614,614,BING BONG,Walk? We're not walkin'! We're taking the Train of Thought!,LONG-TERM MEMORY,Joyce accepts the satchel and puts in the core memories.,0
615,615,Joyce,"The train, of course! That is so much faster! But how do we catch it?",LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,0
616,616,BING BONG,"Well, it kind of goes all over the place, but there is a station in Imaginationland. I know a short cut. Come on, this way!",LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,0
617,617,Joyce,I'm so glad we ran into you!,LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,1
618,618,BING BONG,The station is right through here.,LONG-TERM MEMORY,A giant BUILDING blocks their progress. Bing Bong opens a door. It's dark inside.,1
619,619,BING BONG,After you.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
620,620,Sandra,Joyce...,LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
621,621,Joyce,What?,LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
622,622,Sandra,I read about this place in the manual. We shouldn't go in there.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
623,623,Joyce,Bing Bong says it's the quickest way to Headquarters.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
624,624,Sandra,"No, but Joyce, this is Abstract Thought.",LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
625,625,BING BONG,"What're you talking about? I go in here all the time. It's a shortcut, see?",LONG-TERM MEMORY,The train station is visible through a door on the other side.,0
626,626,BING BONG,D-A-N-G-E-R: shortcut. I'll prove it to you. (he climbs in) Look at me! I'm closer to the station 'cause I'm taking the shortcut!,LONG-TERM MEMORY,He points to a Danger sign above the door.,0
627,627,Sandra,Let's go around. This way.,LONG-TERM MEMORY,He points to a Danger sign above the door.,0
628,628,BING BONG,Almost there...!,LONG-TERM MEMORY,She points: the building is huge -- it's a long way around.,0
629,629,Joyce,"(to Sandra) If you want to walk the long way, go for it. But Riley needs to be happy. I'm not missing that train. (walks in) Bing Bong knows what he's doing. He's part dolphin. They're very smart.",LONG-TERM MEMORY,Joyce looks back at Bing Bong.  The station is right there.,0
630,630,Sandra,"Well, I guess...",LONG-TERM MEMORY,Joyce looks back at Bing Bong.  The station is right there.,0
631,631,ABSTRACT WORKER #1,"Okay, what abstract concept are we trying to comprehend today?",ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,0
632,632,ABSTRACT WORKER #2,(checking a clipboard) Um... loneliness.,ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,0
633,633,ABSTRACT WORKER #1,Hm. Looks like there's something in there. I'm going to turn it on for a minute and burn out the gunk.,ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,0
634,634,BING BONG,What'd I tell ya? You'll be at Headquarters in no time.,ABSTRACT THOUGHT BUILDING,She closes the door.,0
635,635,BING BONG,"Say, would you look at that!",ABSTRACT THOUGHT BUILDING,BAM! The door closes behind them. The LIGHTS GO ON.,0
636,636,Joyce,Whoa! What's happening?!,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",0
637,637,Sandra,Oh no. They turned it on.,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",0
638,638,BING BONG,Huh! I've never seen this before.,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",0
639,639,BING BONG,My face! My beautiful face!,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,1
640,640,Joyce,What is going on?,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,0
641,641,Sandra,We're abstracting! There are four stages. This is the first: non- objective fragmentation!,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,0
642,642,BING BONG,"Alright, do not panic! What is important is that we all STAY TOGETHER.",ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,1
643,643,Joyce,Ah!,ABSTRACT THOUGHT BUILDING,His arm falls off.,0
644,644,Sandra,We're in the second stage: we're deconstructing!,ABSTRACT THOUGHT BUILDING,Joyce's head falls off. Sandra' leg goes. She topples.,0
645,645,BING BONG,Run!,ABSTRACT THOUGHT BUILDING,Joyce's head falls off. Sandra' leg goes. She topples.,0
646,646,BING BONG,"Aaah!  I can't feel my legs! (his disassembled arm finds them) Oh, there they are.",ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.,0
647,647,Joyce,"Come here, me!",ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.,0
648,648,Sandra,We've gotta get out of here before we're nothing but shape and color! We'll get stuck here forever!,ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,-1
649,649,Joyce,Stuck?! Why did we come in here?!,ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,0
650,650,BING BONG,"I told you, it's a shortcut!",ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,0
651,651,Joyce,The train!,ABSTRACT THOUGHT BUILDING,"Though the window, the TRAIN OF THOUGHT pulls in.",0
652,652,Sandra,Oh no... We're two-dimensional! That's stage three!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,0
653,653,Joyce,We're getting nowhere!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,0
654,654,BING BONG,Depth! I'm lacking depth!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,-1
655,655,Joyce,Come on!,ABSTRACT THOUGHT BUILDING,It's hard to move.  They struggle towards the window.,0
