time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
564,5,Meet Bing Bong,Joyce,Hello!,LONG-TERM MEMORY,"Joyce sees a strange figure up ahead, gathering memories.",Greet
565,5,Meet Bing Bong,Joyce,"Wait! Hey, wait!  Stop!",LONG-TERM MEMORY,The figure sees Joyce -- and bolts.,Reject
566,5,Meet Bing Bong,Joyce,Excuse me...?,LONG-TERM MEMORY,"Joyce rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old.",ynQuestion
567,5,Meet Bing Bong,BING BONG,"(jumping up; cornered) Ahhhh! Uh, I was looking for, uh-- (grabs a memory) --DIVERSION!",LONG-TERM MEMORY,"Joyce rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old.",Clarify
568,5,Meet Bing Bong,BING BONG,"Ha ha! So long, sucker!",LONG-TERM MEMORY,He THROWS IT and makes a run for it.,Emphasis
569,5,Meet Bing Bong,BING BONG,"Ow!  Oww, I hurt all over.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Emphasis
570,5,Meet Bing Bong,Joyce,Wait. I know you.,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Statement
571,5,Meet Bing Bong,BING BONG,"No you don't. I get that a lot, I look like a lot of people.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Reject
572,5,Meet Bing Bong,Joyce,"No, I do! Bing Bong! Riley's Imaginary Friend!",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Reject
573,5,Meet Bing Bong,BING BONG,You really DO know me!,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Emphasis
574,5,Meet Bing Bong,Joyce,"Well of course! Riley loved playing with you, you two were best friends! Oh! You would know. We're trying to get back to Headquarters...",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Emphasis
575,5,Meet Bing Bong,BING BONG,Headquarters? You guys are from Headquarters?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,ynQuestion
576,5,Meet Bing Bong,Joyce,"(mock modesty) Well, yeah. I'm Joyce. This is Sandra.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Statement
577,5,Meet Bing Bong,BING BONG,You're Joyce? THE Joyce?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,ynQuestion
578,5,Meet Bing Bong,Joyce,Mm-hmm.,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,System
579,5,Meet Bing Bong,BING BONG,Well what the heck are you doing out here?,LONG-TERM MEMORY,He immediately crashes into a cart of memories.,whQuestion
580,5,Meet Bing Bong,Joyce,"That's a good question! You want to answer that, Sandra?",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,ynQuestion
581,5,Meet Bing Bong,BING BONG,"Without you, Riley won't ever be happy. We can't have that, we gotta get you back! I'll tell you what, follow me.",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Reject
582,5,Meet Bing Bong,Joyce,"Oh, thank you!",LONG-TERM MEMORY,He immediately crashes into a cart of memories.,Emphasis
583,5,Meet Bing Bong,Joyce,"It is so great to see you again. I gotta tell you, I am such a huge fan of your work. Do you remember when you and Riley were in a band?",LONG-TERM MEMORY,Bing Bong leads them on through the memory shelves.,nAnswer
584,5,Meet Bing Bong,Joyce,I went to all of your concerts.,LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk.",Statement
585,5,Meet Bing Bong,BING BONG,"Yeah, I blow a mean nose.",LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk.",Statement
586,5,Meet Bing Bong,Joyce,Watching you play tag was such a treat.,LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him.",Statement
587,5,Meet Bing Bong,BING BONG,Two-time world champ.,LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him.",Statement
588,5,Meet Bing Bong,Joyce,"Oh, and remember your rocket?!",LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Emphasis
589,5,Meet Bing Bong,BING BONG,Of course! It runs on song power.,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Emphasis
590,5,Meet Bing Bong,Joyce,"That's right, your theme song! (singing) Who's your friend who likes to play?",LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Other
591,5,Meet Bing Bong,BING BONG,(sings) BING BONG BING BONG!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Other
592,5,Meet Bing Bong,Joyce,His rocket makes you yell Hooray!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Emphasis
593,5,Meet Bing Bong,BING BONG,BING BONG BING BONG!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Emphasis
594,5,Meet Bing Bong,Joyce,BING BONG BING BONG!,LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).,Emphasis
595,5,Meet Bing Bong,Sandra,What exactly are you supposed to be?,LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",whQuestion
596,5,Meet Bing Bong,BING BONG,"You know, it's unclear. I'm mostly cotton candy, but shape-wise, I'm part cat, part elephant, part dolphin.",LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",nAnswer
597,5,Meet Bing Bong,Joyce,Dolphin?,LONG-TERM MEMORY,"Sandra eyes Bing Bong, who is a pink elephant made with a cat tail.",ynQuestion
598,5,Meet Bing Bong,BING BONG,"You gotta remember, when Riley was three, animals were all the rage. The cow goes moo. The horse goes neigh. That's all people talked about back then.",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,Clarify
599,5,Meet Bing Bong,Joyce,"Yeah, I guess that's true. What are you doing out here?",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,whQuestion
600,5,Meet Bing Bong,BING BONG,"Well, there's not much call for imaginary friends lately, so, uh, you know, I'm...",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,Reject
601,5,Meet Bing Bong,Joyce,"Hey, hey, don't be sad. Tell you what, when I get back up to Headquarters, I'll make sure Riley remembers you.",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,Reject
602,5,Meet Bing Bong,BING BONG,You will?!,LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,ynQuestion
603,5,Meet Bing Bong,Joyce,"Of course, she'd love that!",LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,Emphasis
604,5,Meet Bing Bong,BING BONG,Ha ha! This is the greatest day of my life!,LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.,Emphasis
605,5,Meet Bing Bong,Joyce,Are you okay?,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",whQuestion
606,5,Meet Bing Bong,Sandra,What's going on?,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",whQuestion
607,5,Meet Bing Bong,BING BONG,"I cry candy. Try the caramel, it's delicious.",LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",Reject
608,5,Meet Bing Bong,Joyce,Ooo. (fumbles memories) Woah!,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",Other
609,5,Meet Bing Bong,BING BONG,Oh-- here-- use this. (offers his satchel),LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",Statement
610,5,Meet Bing Bong,Joyce,Thanks!,LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",Emphasis
611,5,Meet Bing Bong,BING BONG,"Oh, hold on. Wait a second.",LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts.",Clarify
612,5,Meet Bing Bong,BING BONG,What? It's imaginary.,LONG-TERM MEMORY,"He empties out an impossible amount of stuff: tons of memories, a boot, an anchor, a cat... Joyce and Sandra stare in amazement.",whQuestion
613,5,Meet Bing Bong,Joyce,Thanks! This'll make it a lot easier to walk back to Headquarters.,LONG-TERM MEMORY,Joyce accepts the satchel and puts in the core memories.,Emphasis
614,5,Meet Bing Bong,BING BONG,Walk? We're not walkin'! We're taking the Train of Thought!,LONG-TERM MEMORY,Joyce accepts the satchel and puts in the core memories.,Emphasis
615,5,Meet Bing Bong,Joyce,"The train, of course! That is so much faster! But how do we catch it?",LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,whQuestion
616,5,Meet Bing Bong,BING BONG,"Well, it kind of goes all over the place, but there is a station in Imaginationland. I know a short cut. Come on, this way!",LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,nAnswer
617,5,Meet Bing Bong,Joyce,I'm so glad we ran into you!,LONG-TERM MEMORY,He points to the train speeding towards Headquarters.,Emphasis
618,5,Meet Bing Bong,BING BONG,The station is right through here.,LONG-TERM MEMORY,A giant BUILDING blocks their progress. Bing Bong opens a door. It's dark inside.,Statement
619,5,Meet Bing Bong,BING BONG,After you.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,Statement
620,5,Meet Bing Bong,Sandra,Joyce...,LONG-TERM MEMORY,The train station is visible through a door on the other side.,Statement
621,5,Meet Bing Bong,Joyce,What?,LONG-TERM MEMORY,The train station is visible through a door on the other side.,whQuestion
622,5,Meet Bing Bong,Sandra,I read about this place in the manual. We shouldn't go in there.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,Statement
623,5,Meet Bing Bong,Joyce,Bing Bong says it's the quickest way to Headquarters.,LONG-TERM MEMORY,The train station is visible through a door on the other side.,Statement
624,5,Meet Bing Bong,Sandra,"No, but Joyce, this is Abstract Thought.",LONG-TERM MEMORY,The train station is visible through a door on the other side.,nAnswer
625,5,Meet Bing Bong,BING BONG,"What're you talking about? I go in here all the time. It's a shortcut, see?",LONG-TERM MEMORY,The train station is visible through a door on the other side.,Statement
626,5,Meet Bing Bong,BING BONG,D-A-N-G-E-R: shortcut. I'll prove it to you. (he climbs in) Look at me! I'm closer to the station 'cause I'm taking the shortcut!,LONG-TERM MEMORY,He points to a Danger sign above the door.,Statement
627,5,Meet Bing Bong,Sandra,Let's go around. This way.,LONG-TERM MEMORY,He points to a Danger sign above the door.,Statement
628,5,Meet Bing Bong,BING BONG,Almost there...!,LONG-TERM MEMORY,She points: the building is huge -- it's a long way around.,Emphasis
629,5,Meet Bing Bong,Joyce,"(to Sandra) If you want to walk the long way, go for it. But Riley needs to be happy. I'm not missing that train. (walks in) Bing Bong knows what he's doing. He's part dolphin. They're very smart.",LONG-TERM MEMORY,Joyce looks back at Bing Bong.  The station is right there.,Clarify
630,5,Meet Bing Bong,Sandra,"Well, I guess...",LONG-TERM MEMORY,Joyce looks back at Bing Bong.  The station is right there.,Statement
631,5,Meet Bing Bong,ABSTRACT WORKER #1,"Okay, what abstract concept are we trying to comprehend today?",ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,whQuestion
632,5,Meet Bing Bong,ABSTRACT WORKER #2,(checking a clipboard) Um... loneliness.,ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,Clarify
633,5,Meet Bing Bong,ABSTRACT WORKER #1,Hm. Looks like there's something in there. I'm going to turn it on for a minute and burn out the gunk.,ABSTRACT THOUGHT BUILDING,Two Mind Workers approach the same door our trio entered.,Statement
634,5,Meet Bing Bong,BING BONG,What'd I tell ya? You'll be at Headquarters in no time.,ABSTRACT THOUGHT BUILDING,She closes the door.,Statement
635,5,Meet Bing Bong,BING BONG,"Say, would you look at that!",ABSTRACT THOUGHT BUILDING,BAM! The door closes behind them. The LIGHTS GO ON.,Statement
636,5,Meet Bing Bong,Joyce,Whoa! What's happening?!,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",whQuestion
637,5,Meet Bing Bong,Sandra,Oh no. They turned it on.,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",Reject
638,5,Meet Bing Bong,BING BONG,Huh! I've never seen this before.,ABSTRACT THOUGHT BUILDING,"Around them, strange SHAPES float into space.",Emphasis
639,5,Meet Bing Bong,BING BONG,My face! My beautiful face!,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,Emphasis
640,5,Meet Bing Bong,Joyce,What is going on?,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,whQuestion
641,5,Meet Bing Bong,Sandra,We're abstracting! There are four stages. This is the first: non- objective fragmentation!,ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,Emphasis
642,5,Meet Bing Bong,BING BONG,"Alright, do not panic! What is important is that we all STAY TOGETHER.",ABSTRACT THOUGHT BUILDING,Bing Bong's head turns into a Picasso-like form. Joyce and Sandra scream as they become Cubist versions of themselves.,Reject
643,5,Meet Bing Bong,Joyce,Ah!,ABSTRACT THOUGHT BUILDING,His arm falls off.,Emphasis
644,5,Meet Bing Bong,Sandra,We're in the second stage: we're deconstructing!,ABSTRACT THOUGHT BUILDING,Joyce's head falls off. Sandra' leg goes. She topples.,Emphasis
645,5,Meet Bing Bong,BING BONG,Run!,ABSTRACT THOUGHT BUILDING,Joyce's head falls off. Sandra' leg goes. She topples.,Emphasis
646,5,Meet Bing Bong,BING BONG,"Aaah!  I can't feel my legs! (his disassembled arm finds them) Oh, there they are.",ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.,Clarify
647,5,Meet Bing Bong,Joyce,"Come here, me!",ABSTRACT THOUGHT BUILDING,Bing Bing falls into pieces.,Emphasis
648,5,Meet Bing Bong,Sandra,We've gotta get out of here before we're nothing but shape and color! We'll get stuck here forever!,ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,Other
649,5,Meet Bing Bong,Joyce,Stuck?! Why did we come in here?!,ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,whQuestion
650,5,Meet Bing Bong,BING BONG,"I told you, it's a shortcut!",ABSTRACT THOUGHT BUILDING,They gather their pieces as they rush to the exit.,Emphasis
651,5,Meet Bing Bong,Joyce,The train!,ABSTRACT THOUGHT BUILDING,"Though the window, the TRAIN OF THOUGHT pulls in.",Emphasis
652,5,Meet Bing Bong,Sandra,Oh no... We're two-dimensional! That's stage three!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,Emphasis
653,5,Meet Bing Bong,Joyce,We're getting nowhere!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,Emphasis
654,5,Meet Bing Bong,BING BONG,Depth! I'm lacking depth!,ABSTRACT THOUGHT BUILDING,POP! They change into FLAT COLOR VERSIONS of themselves.,Emphasis
655,5,Meet Bing Bong,Joyce,Come on!,ABSTRACT THOUGHT BUILDING,It's hard to move.  They struggle towards the window.,Emphasis
656,5,Meet Bing Bong,Joyce,AUGH! We can't fit!,ABSTRACT THOUGHT BUILDING,"Sandra and Bing Bong follow and try to squeeze through. But because of the broken perspective, they are now all HUGE compared to the door.",Reject
657,5,Meet Bing Bong,Sandra,"Oh no, we're nonfigurative. This is the last stage!",ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.,Reject
658,5,Meet Bing Bong,BING BONG,We're not going to make it!,ABSTRACT THOUGHT BUILDING,POP! They abstract into ABSTRACT COLORED BLOBS.,Emphasis
659,5,Meet Bing Bong,Sandra,Wait! We're two dimensional. Fall on your face! (crawls like an inchworm),ABSTRACT THOUGHT BUILDING,Sandra slumps to the ground... and becomes a line!,Emphasis
660,5,Meet Bing Bong,Joyce,Oh!,ABSTRACT THOUGHT BUILDING,Sandra slumps to the ground... and becomes a line!,Emphasis
661,5,Meet Bing Bong,Joyce,Wait! Stop! Stop! STOP!,ABSTRACT THOUGHT BUILDING,"The three lines land outside just as the train pulls out. They get up to go, but as lines they can barely move.",Emphasis
662,5,Meet Bing Bong,Joyce,(to Bing Bong) I thought you said that was a shortcut.,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,Statement
663,5,Meet Bing Bong,BING BONG,"I did, but wow, we should NOT have gone in there. That was dangerous! They really should put up a sign.",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,Reject
664,5,Meet Bing Bong,Joyce,How long till the next train?,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,whQuestion
665,5,Meet Bing Bong,BING BONG,"Who knows? But don't worry. There's another station. That way! (points O.S.) The train always stops there right before it goes to Headquarters. If we hurry, we can catch it!",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,Reject
666,5,Meet Bing Bong,Joyce,"This isn't another one of your short cuts, is it?",ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,ynQuestion
667,5,Meet Bing Bong,BING BONG,(laughing exuberantly) Yeah!,ABSTRACT THOUGHT BUILDING,POP! Joyce goes from non-representational to two-dimensional. She falls down flat as the train speeds off. POP! The three transform back to normal.,Accept
668,5,Meet Bing Bong,Joyce,(to Sandra) Is there really another station?,ABSTRACT THOUGHT BUILDING,Joyce skeptically watches him head off.,ynQuestion
669,5,Meet Bing Bong,Sandra,Uh-huh. Through there.,ABSTRACT THOUGHT BUILDING,Joyce skeptically watches him head off.,Statement
670,5,Meet Bing Bong,BING BONG,Welcome to Imaginationland!,ABSTRACT THOUGHT BUILDING,Bing Bong leads them towards the impressive gates of...,Greet
671,5,Meet Bing Bong,Joyce,Imaginationland?,IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...,ynQuestion
672,5,Meet Bing Bong,BING BONG,"Sure! I come here all the time. I'm practically the mayor. Hey, you guys hungry? There's French Fry Forest! (starts eating) Nom nom nom, delicious!",IMAGINATIONLAND,Bing Bong leads them towards the impressive gates of...,Clarify
673,5,Meet Bing Bong,Joyce,No way!,IMAGINATIONLAND,Joyce is loving this.,Reject
674,5,Meet Bing Bong,BING BONG,Check it out! Trophy Town! Medals! Ribbons! Everyone's a winner!,IMAGINATIONLAND,Joyce is loving this.,Emphasis
675,5,Meet Bing Bong,BING BONG,I won first place!,IMAGINATIONLAND,Bing Bong kicks a soccer ball into a giant goal and workers appear out of nowhere to shower him with awards.,Emphasis
676,5,Meet Bing Bong,Joyce,Me too!,IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,Emphasis
677,5,Meet Bing Bong,Sandra,Hohh... Participation award...,IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,Statement
678,5,Meet Bing Bong,Joyce,"Wait, is that-- Sandra, look, it's Cloud Town! That is my favorite!",IMAGINATIONLAND,Workers give Joyce a medal and Sandra a ribbon.,Emphasis
679,5,Meet Bing Bong,Joyce,It's so soft!,IMAGINATIONLAND,Joyce rips off a chunk of cloud and floats up into the air.,Emphasis
680,5,Meet Bing Bong,BING BONG,Woah! Let me try!,IMAGINATIONLAND,Joyce jumps down and runs off.,Emphasis
681,5,Meet Bing Bong,CLOUD MAN,"Hey! What's the big idea? You'd better fix that wall, or else you're in big troub--",IMAGINATIONLAND,"Bing Bong rips off some cloud. A CLOUD MAN emerges from the house, angry.",Clarify
682,5,Meet Bing Bong,Joyce,"Oh no, lava! Whooo!",IMAGINATIONLAND,Joyce and Bing Bong gleefully jump between couch cushions.,Reject
683,5,Meet Bing Bong,BING BONG,Whawhoooo! Imaginationland is the best!,IMAGINATIONLAND,Joyce and Bing Bong gleefully jump between couch cushions.,Emphasis
684,5,Meet Bing Bong,Sandra,Is it all going to be so interactive?,IMAGINATIONLAND,"Sandra tries to jump to a rock, barely makes it.",whQuestion
685,5,Meet Bing Bong,BING BONG,"Hey, look! The House of Cards!! Ooh, wait, hang on just a minute...",IMAGINATIONLAND,"Sandra tries to jump to a rock, barely makes it.",Clarify
686,5,Meet Bing Bong,Joyce,Your rocket!,IMAGINATIONLAND,"From a nearby garage made of cards, Bing Bong pulls a wagon.",Emphasis
687,5,Meet Bing Bong,BING BONG,Yeah! I stashed it in there for safekeeping. Now I'm all set to take Riley to the MOON!,IMAGINATIONLAND,"From a nearby garage made of cards, Bing Bong pulls a wagon.",Emphasis
688,5,Meet Bing Bong,BING BONG,"Oh, I'm sorry.",IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,Statement
689,5,Meet Bing Bong,HOUSE OF CARDS WORKER,Great.,IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,Statement
690,5,Meet Bing Bong,Joyce,I love Imaginationland!,IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,Emphasis
691,5,Meet Bing Bong,BING BONG,"Isn't it great? And there's always something new, like...",IMAGINATIONLAND,He gestures proudly -- accidentally knocking over the house.,Statement
692,5,Meet Bing Bong,BING BONG,Who the heck is that?,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,whQuestion
693,5,Meet Bing Bong,BOYFRIEND GENERATOR WORKER,Imaginary Boyfriend.,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,Other
694,5,Meet Bing Bong,IMAGINARY BOYFRIEND,I would die for Riley.,IMAGINATIONLAND,A giant machine. A conveyer belt reveals a handsome teenager.,Statement
695,5,Meet Bing Bong,BING BONG,I've never seen him before.,IMAGINATIONLAND,Joyce grimaces.,Clarify
696,5,Meet Bing Bong,IMAGINARY BOYFRIEND,I live in Canada.,IMAGINATIONLAND,Joyce grimaces.,Statement
697,5,Meet Bing Bong,BING BONG,"Anyway. This way, through Preschool World! We're nearly to the train!",IMAGINATIONLAND,Joyce grimaces.,Reject
698,5,Meet Bing Bong,Joyce,"Riley, here we come!",IMAGINATIONLAND,Joyce grimaces.,Emphasis
699,6,Hockey Tryouts,MOM,"This should be fun. New team, new friends! These kids look pretty good -- considering they're from San Francisco. Heh heh!",HOCKEY RINK,Mom and Riley sit on the bleachers.,Other
700,6,Hockey Tryouts,HOCKEY COACH,"Okay Andersen, you're up!",HOCKEY RINK,Mom and Riley sit on the bleachers.,Emphasis
701,6,Hockey Tryouts,RILEY,I gotta go.,HOCKEY RINK,Mom and Riley sit on the bleachers.,Statement
702,6,Hockey Tryouts,MOM,"Okay. Good luck, sweetie!",HOCKEY RINK,Riley heads onto the ice.,Reject
703,6,Hockey Tryouts,Diane,"Luck isn't gonna help us now. If she tries to use Hockey Island, it's going down.",HEADQUARTERS,Riley heads onto the ice.,Other
704,6,Hockey Tryouts,Felipe,Which is why I've recalled every hockey memory I can think of.,HEADQUARTERS,Riley heads onto the ice.,Clarify
705,6,Hockey Tryouts,Felipe,One of these has got to work in place of the core memory.,HEADQUARTERS,The Emotions are standing ankle deep in memories.,Statement
706,6,Hockey Tryouts,Angelo,She's about to play!/Hurry!,HEADQUARTERS,O.S. Hockey whistle.,Statement
707,6,Hockey Tryouts,Diane,She's about to play!/Hurry!,HEADQUARTERS,O.S. Hockey whistle.,Statement
708,6,Hockey Tryouts,Felipe,Ha ha! We did it gang! It's working--,HEADQUARTERS,"Out the window, Hockey Island lights up feebly.",Emphasis
709,6,Hockey Tryouts,HOCKEY COACH,Line change! Line change! Change it up! Change it up!,HOCKEY RINK,Riley struggles to dribble the puck.,Emphasis
710,6,Hockey Tryouts,Diane,(hiding behind a sofa) It's like we don't learn anything.,HEADQUARTERS,"Felipe frantically loads memories into the Holder, which spits them out like dodge balls. Diane and Angelo run for cover. The Holder spins furiously, flinging Felipe against the window. Memories pelt him.",Clarify
711,6,Hockey Tryouts,HOCKEY COACH,Let's pick it up out there!,HOCKEY RINK,"Felipe frantically loads memories into the Holder, which spits them out like dodge balls. Diane and Angelo run for cover. The Holder spins furiously, flinging Felipe against the window. Memories pelt him.",Emphasis
712,6,Hockey Tryouts,Angelo,That's it!,HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS.",Emphasis
713,6,Hockey Tryouts,Felipe,"No, no, no, breathe! Find your happy place--",HEADQUARTERS,"Riley attempts to slap the puck, misses, and TRIPS.",Emphasis
714,6,Hockey Tryouts,MOM,"Riley, what's wrong?",HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",whQuestion
715,6,Hockey Tryouts,RILEY,Let's go.,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",Statement
716,6,Hockey Tryouts,MOM,You're not going to finish tryouts?,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",Reject
717,6,Hockey Tryouts,RILEY,What's the point?,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",whQuestion
718,6,Hockey Tryouts,MOM,"Hey, it'll be alright. Let's just--",HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",Statement
719,6,Hockey Tryouts,RILEY,Stop saying everything will be alright!,HOCKEY RINK,"Mom stands up, concerned. Riley heads to the stands and removes her skates.",Reject
720,6,Hockey Tryouts,Joyce,"Hockey? Oh no... no, she loves hockey. She can't give up hockey.",IMAGINATIONLAND,Boom! Joyce turns around and watches Hockey Island crumble.,Reject
721,6,Hockey Tryouts,Joyce,"Bing Bong, we have to get to that station.",IMAGINATIONLAND,Joyce pulls out the HOCKEY CORE MEMORY: Riley's first goal.,Statement
722,6,Hockey Tryouts,BING BONG,"Sure thing. This way, just past Graham Cracker Castle. Hey. That's weird. Graham Cracker Castle used to be right here. I wonder why they moved it?",IMAGINATIONLAND,Joyce pulls out the HOCKEY CORE MEMORY: Riley's first goal.,Clarify
723,6,Hockey Tryouts,BING BONG,"Wow, that's not... I would have sworn Sparkle Pony Mountain was right here. Hey, what's going on?",IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",Statement
724,6,Hockey Tryouts,Joyce,"Yeah, yeah, I dunno, we'll have to come back--",IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",Emphasis
725,6,Hockey Tryouts,BING BONG,Princess Dream World!,IMAGINATIONLAND,"He walks on, concerned, LEAVING HIS WAGON BEHIND HIM.",Emphasis
726,6,Hockey Tryouts,BING BONG,Oh no! The Stuffed Animal Hall of Fame!,IMAGINATIONLAND,A wrecking ball hits a pink castle. Glitter dust plumes.,Reject
727,6,Hockey Tryouts,BING BONG,"My rocket! (running after them) Wait! Riley and I, we're still using that rocket! It still has some song power left!! (sings) Who's your friend who likes to play?",IMAGINATIONLAND,"RIIIP! The head of a bear comes off. Too late, Bing Bong notices some construction workers CARRYING AWAY HIS ROCKET.",Clarify
728,6,Hockey Tryouts,BING BONG,Nooo!!! No! No! No! You can't take my rocket to the dump! Riley and I are going to the MOON! Ahhh!,IMAGINATIONLAND,"THE ROCKET RESPONDS weakly, propelling it forward. The workers toss it onto a junk pile. A bulldozer pushes the pile towards the CLIFF EDGE.",Reject
729,6,Hockey Tryouts,BING BONG,Riley can't be done with me.,IMAGINATIONLAND,"Over it goes, into the darkness.",Reject
730,6,Hockey Tryouts,Joyce,"Hey, it's going to be okay. We can fix this! We just need to get back to Headquarters. Which way to the train station?",IMAGINATIONLAND,"Bing Bong sits, stunned.  Joyce approaches gingerly.",Reject
731,6,Hockey Tryouts,BING BONG,(still stunned) I had a whole trip planned for us.,IMAGINATIONLAND,"Bing Bong sits, stunned.  Joyce approaches gingerly.",Clarify
