time,character,quote,location,description
428,DAD,"Ahh, so, Riley! How was school?",INT. KITCHEN TABLE,Mom raises her eyebrows and tilts her head towards Riley. Dad finally gets it.
429,MOM'S JOY,You gotta be kidding me!/He really needs to start paying attention./ Is he paying attention at all?,INT. MOM'S HEADQUARTERS,Mom's Emotions give up.
430,MOM'S SADNESS,You gotta be kidding me!/He really needs to start paying attention./ Is he paying attention at all?,INT. MOM'S HEADQUARTERS,Mom's Emotions give up.
431,MOM'S FEAR,You gotta be kidding me!/He really needs to start paying attention./ Is he paying attention at all?,INT. MOM'S HEADQUARTERS,Mom's Emotions give up.
432,MOM'S DISGUST,You gotta be kidding me!/He really needs to start paying attention./ Is he paying attention at all?,INT. MOM'S HEADQUARTERS,Mom's Emotions give up.
433,MOM'S ANGER,For THIS we gave up that Brazilian helicopter pilot?,INT. MOM'S HEADQUARTERS,Mom's Emotions give up.
434,ANGER,Move! I'LL be Joy.,INT. RILEY'S HEADQUARTERS,Mom's Emotions give up.
435,RILEY,"(snarky) School was great, alright?",INT. KITCHEN TABLE,Mom's Emotions give up.
436,MOM,"Riley, is everything okay?",INT. KITCHEN TABLE,Mom's Emotions give up.
437,DAD'S FEAR,"Sir, she just rolled her eyes at us.",INT. DAD'S HEADQUARTERS,Riley rolls her eyes.
438,DAD'S ANGER,"What is her deal? Alright, make a show of force. I don't want to have to put the Foot down.",INT. DAD'S HEADQUARTERS,Riley rolls her eyes.
439,DAD'S FEAR,No. Not the Foot.,INT. DAD'S HEADQUARTERS,Riley rolls her eyes.
440,DAD,"Riley, I do NOT like this new attitude.",INT. KITCHEN TABLE,Riley rolls her eyes.
441,ANGER,"Oh I'll show you attitude, old man.",INT. RILEY'S HEADQUARTERS,Riley rolls her eyes.
442,FEAR,"No, no, no! Stay happy!",INT. RILEY'S HEADQUARTERS,Riley rolls her eyes.
443,RILEY,What is your problem? Just leave me alone.,INT. KITCHEN TABLE,Anger shoves him away and hits a button.
444,DAD'S FEAR,Sir! Reporting high levels of sass!,INT. DAD'S HEADQUARTERS,Anger shoves him away and hits a button.
445,DAD'S ANGER,Take it to DEFCON 2.,INT. DAD'S HEADQUARTERS,Anger shoves him away and hits a button.
446,DAD'S FEAR,"You heard that, gentleman. DEFCON 2.",INT. DAD'S HEADQUARTERS,Sirens begin to BLARE.
447,DAD,"Listen young lady, I don't know where this disrespectful attitude came from...",INT. KITCHEN TABLE,Sirens begin to BLARE.
448,ANGER,"You want a piece of this, Pops? Come and get it!",INT. RILEY'S HEADQUARTERS,Sirens begin to BLARE.
449,RILEY,"Yeah, well... well...",INT. KITCHEN TABLE,Anger grasps two levers with all his might.
450,DAD'S ANGER,Here it comes... Prepare the Foot!,INT. DAD'S HEADQUARTERS,Anger grasps two levers with all his might.
451,DAD'S FEAR,"Keys to safety position! Ready to launch on your command, Sir!",INT. DAD'S HEADQUARTERS,"Dad's Emotions uncover Launch Station buttons, insert keys."
452,RILEY,Just SHUT UP!,INT. KITCHEN TABLE,"ANGER, flames and yell at full blast, pushes up the levers."
453,DAD'S ANGER,FIRE!,INT. DAD'S HEADQUARTERS,Dad and Mom are shocked.
454,DAD,"That's it, go to your room! Now!",INT. KITCHEN TABLE,Dad and Mom are shocked.
455,DAD'S FEAR,The Foot is down! The Foot is down!,INT. DAD'S HEADQUARTERS,Riley pushes away from the table and goes upstairs in a huff.
456,DAD'S ANGER,Good job gentlemen. That could have been a disaster.,INT. DAD'S HEADQUARTERS,They all CHEER.
457,MOM'S SADNESS,"Well, that was a disaster.",INT. MOM'S HEADQUARTERS,They all CHEER.
458,HELICOPTER PILOT,"Come fly with me, gatinha.",INT. MOM'S HEADQUARTERS,Mom's Anger recalls a memory: the Brazilian helicopter pilot.
459,SADNESS,We're gonna walk out there? On that?,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
460,JOY,It's the quickest way back.,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
461,SADNESS,But it's right over the Memory Dump. If we fall we'll be forgotten forever!,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
462,JOY,We have to do this. For Riley. Just follow my footsteps.,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
463,SADNESS,Hohh... ok.,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
464,JOY,(stepping onto lightline) It's not that high. It's totally fiii... Whoa...,"EXT. MIND WORLD, LIGHTLINE","In the distance, Family Island RUMBLES. Joy and Sadness have made it across Goofball Island and must now walk across the thin lightline. Below is the darkness of the Memory Dump."
465,DAD,Hey.,INT. RILEY'S ROOM - LATER,"Dad knocks on Riley's door, peeks in."
466,DAD,"So uh, things got a little out of hand downstairs.  You want to talk about it? (still no answer) Come on. Where's my happy girl? Monkey. (he tries monkey noises)",INT. RILEY'S ROOM - LATER,Riley's in her sleeping bag. She doesn't answer.
467,ANGER,He's trying to start up Goofball.,INT. HEADQUARTERS,Riley's in her sleeping bag. She doesn't answer.
468,DAD,Come on. (tries more monkey noises),INT. RILEY'S ROOM,"Fear looks at the empty Core Memory Holder, then out the window: GOOFBALL ISLAND is dark and silent."
469,JOY,Ahhh! Go back! RUN! RUN! RUN!,EXT. GOOFBALL ISLAND LIGHTLINE,Joy sees the lightline breaking ahead.
470,JOY,What-- ?,EXT. LONG-TERM MEMORY CLIFF EDGE,"They leap across the buckling bridge, making it over to the cliff just in time to see Goofball Island fall into the dump."
471,DAD,"I get it, you need some alone time. We'll talk later.",INT. RILEY'S ROOM,"Joy watches it sink. FLASH CUTS of Young Riley: * Riley twirling until she falls over. * The family jumping on a trampoline. * Riley riding on Dad's shoulders, making silly faces with ice cream all over her face."
472,DISGUST,We have a major problem.,INT. HEADQUARTERS,The Emotions stare out the back window in disbelief.
473,FEAR,"Ohh, Joy where are you?",INT. HEADQUARTERS,The Emotions stare out the back window in disbelief.
474,SADNESS,"We lost Goofball Island. That means she can lose Friendship, and Hockey, and Honesty, and Family! You can fix this, right Joy?",EXT. LONG-TERM MEMORY CLIFF EDGE,Joy and Sadness stare down into the abyss.
475,JOY,I... I don't know. (Sadness sighs in despair) But we have to try. C'mon.,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy and Sadness stare down into the abyss.
476,JOY,"Riley's gone to sleep. (more sighs from Sadness) ...which is a good thing, when you think about it, because nothing else bad can happen while she's asleep!  We'll be back to Headquarters before she wakes up. We'll just go across Friendship Island.",EXT. LONG-TERM MEMORY CLIFF EDGE,The sky darkens.
477,SADNESS,"We'll never make it, hoh... nooo...",EXT. LONG-TERM MEMORY CLIFF EDGE,"Shelves jut out over the cliff edge, making Friendship Island inaccessible."
478,JOY,"No, no, no, don't obsess over the weight of life's problems, remember the funny movie where the dog dies?!",EXT. LONG-TERM MEMORY CLIFF EDGE,"Shelves jut out over the cliff edge, making Friendship Island inaccessible."
479,JOY,"Uhhh, Sadness, we don't have time for this.",EXT. LONG-TERM MEMORY CLIFF EDGE,Sadness face plants.
480,JOY,We'll just have to go around! Take the scenic route.,EXT. LONG-TERM MEMORY CLIFF EDGE,She looks to her side. Memory shelves wind into the distance. Joy heads off into the maze.
481,SADNESS,"Wait! Joy, you could get lost in there!",EXT. LONG-TERM MEMORY CLIFF EDGE,She looks to her side. Memory shelves wind into the distance. Joy heads off into the maze.
482,JOY,Think positive!,EXT. LONG-TERM MEMORY CLIFF EDGE,She looks to her side. Memory shelves wind into the distance. Joy heads off into the maze.
483,SADNESS,Okay. I'm positive you will get lost in there. That's Long-Term Memory. An endless warren of corridors and shelves. I read about it in the manuals.,EXT. LONG-TERM MEMORY CLIFF EDGE,She looks to her side. Memory shelves wind into the distance. Joy heads off into the maze.
484,JOY,The manuals? The manuals! You read the manuals!,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
485,SADNESS,Yeah...,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
486,JOY,So you know the way back to headquarters!,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
487,SADNESS,"I, guess...",EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
488,JOY,"You are my map! Let's go! Lead on, Mind Map! Show me where we're going!",EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
489,SADNESS,"Okay! Only, I'm too sad to walk. Just give me a few... hours.",EXT. LONG-TERM MEMORY CLIFF EDGE,Joy stops. Sadness is right. But wait!
490,JOY,Which way? Left?,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy grabs Sadness' leg and DRAGS her into the shelves.
491,SADNESS,"Right. (Joy turns right) No. I mean, go left. I said left was right, like correct.",EXT. LONG-TERM MEMORY CLIFF EDGE,Joy grabs Sadness' leg and DRAGS her into the shelves.
492,JOY,Okay.,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy grabs Sadness' leg and DRAGS her into the shelves.
493,SADNESS,This actually feels kind of nice.,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy grabs Sadness' leg and DRAGS her into the shelves.
494,JOY,Okay! Here we go. We'll be back to Headquarters before morning. We can do it. This'll be easy. This is working!,EXT. LONG-TERM MEMORY CLIFF EDGE,Joy heads off into the COMPLICATED LABYRINTH ahead of them.
495,JOY,This is not working. Are we getting close?,EXT. LONG-TERM MEMORY - LATER,"Joy, exhausted, drags Sadness through the maze of shelves."
496,SADNESS,"Yeah. Just another right. And a left. Then another left, and a right...",EXT. LONG-TERM MEMORY - LATER,"Joy, exhausted, drags Sadness through the maze of shelves."
497,JOY,Are you sure you know where we're going? Because we seem to be walking AWAY from Headquarters--,EXT. LONG-TERM MEMORY - LATER,"Joy, exhausted, drags Sadness through the maze of shelves."
498,JOY,Riley's awake.,EXT. LONG-TERM MEMORY - LATER,The SKY BRIGHTENS. Day. And they're still lost.
499,JOY,"Ah ah ah, don't touch, remember? If you touch them, they stay sad!",EXT. LONG-TERM MEMORY - LATER,Joy drops a core memory. Sadness reaches to grab it.
500,SADNESS,Oh. Sorry. I won't...,EXT. LONG-TERM MEMORY - LATER,Joy drops a core memory. Sadness reaches to grab it.
501,SADNESS,...starting now.,EXT. LONG-TERM MEMORY - LATER,Joy looks behind her. The bottom row of memories are BLUE.
502,JOY,I can't take much more of this.,EXT. LONG-TERM MEMORY - LATER,Joy looks behind her. The bottom row of memories are BLUE.
503,MALE FORGETTER,Forget 'em!,EXT. LONG-TERM MEMORY - LATER,Joy looks behind her. The bottom row of memories are BLUE.
504,JOY,Mind Workers!,EXT. LONG-TERM MEMORY - LATER,Joy looks behind her. The bottom row of memories are BLUE.
505,SADNESS,But Joy we're almost... ohhhh.,EXT. LONG-TERM MEMORY - LATER,Joy runs off toward the voice.
506,FEMALE FORGETTER,Phone numbers. We don't need all of these. They're in her phone.,EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
507,MALE FORGETTER,Just forget all of that. Please. Forget it!,EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
508,JOY,Excuse me. Hi. I need to find Friendship Island...,EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
509,FEMALE FORGETTER,(pointing to memories) Look at this. Four years of piano lessons.,EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
510,MALE FORGETTER,"Yeah, looks pretty faded.",EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
511,FEMALE FORGETTER,"You know what? Save Chopsticks and Heart and Soul, get rid of the rest.",EXT. LONG-TERM MEMORY - LATER,Joy finds two workers vacuuming up memories from the shelves.
512,JOY,Are you--,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
513,FEMALE FORGETTER,U.S. Presidents. What do you think?,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
514,MALE FORGETTER,"Eh, just keep Washington, Lincoln and the fat one.",EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
515,FEMALE FORGETTER,Forget 'em!,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
516,JOY,Hey! You can't throw those away! Those are perfectly good memories.,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
517,MALE FORGETTER,The names of every Cutie Pie Princess doll?,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
518,JOY,"Yes! That is critical information! Glitterstorm, Honeypants, Officer Justice...",EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
519,FEMALE FORGETTER,Forget 'em!,EXT. LONG-TERM MEMORY - LATER,Zoop! The memories get vacuumed up.
520,JOY,Hey! Bring those back.,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
521,FEMALE FORGETTER,They're in the dump. Nothing comes back from the dump.,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
522,MALE FORGETTER,"Yeah. Look lady, this is our job, OK?",EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
523,FEMALE FORGETTER,"When Riley doesn't care about a memory, it fades.",EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
524,JOY,Fades?,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
525,FEMALE FORGETTER,Happens to the best of 'em.,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
526,MALE FORGETTER,(pulls memory from a cart) Except for this bad boy! This one will NEVER fade.,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
527,JOY,(recognizing it) The song from the gum commercial?,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
528,MALE FORGETTER,(conspiratorial) Sometimes we send that one up to headquarters for no reason.,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
529,FEMALE FORGETTER,It just plays in Riley's head over and over again. Like a million times! Ha! Let's watch it again!,EXT. LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.
530,MALE FORGETTER,"Tripledent gum will make you smile! Tripledent gum! It lasts a while! Tripledent gum will help you, mister, to punch bad breath right in the kisser.",EXT. LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.
531,JOY,We all know the song. Okay. Yup. Real catchy.,EXT. LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.
532,MALE FORGETTER,(to Female Forgetter) What do ya think? Should we do it?,EXT. LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.
533,FEMALE FORGETTER,Yeah! Ha ha!,EXT. LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.
534,MALE FORGETTER,"OK, here we go! Ha ha ha!",EXT. LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.
535,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum! It lasts a while--,INT. HEADQUARTERS,"Fear, Anger and Disgust are having a peaceful morning. The memory drops into Headquarters, playing at full volume."
536,ANGER,Wha-- this again!?!,INT. HEADQUARTERS,"Fear, Anger and Disgust are having a peaceful morning. The memory drops into Headquarters, playing at full volume."
537,JOY,(following them) Wait!  Do you know how to get to Friendship Island?!,INT. LONG-TERM MEMORY,"The Forgetters walk away, laughing and singing."
538,MEG,(on the computer) Do you like it there? Did you feel any earthquakes? Is the bridge cool?,INT. RILEY'S ROOM - DAY,"Riley, laptop on her stomach, hums the Tripledent gum song."
539,RILEY,"Yeah, it's good. What happened with the playoffs?",INT. RILEY'S ROOM - DAY,"Riley, laptop on her stomach, hums the Tripledent gum song."
540,MEG,"We won the first game. Coach says we might actually go to the finals this year. Oh, and we've got this new girl on the team. She's so cool.",INT. RILEY'S ROOM - DAY,"Riley, laptop on her stomach, hums the Tripledent gum song."
541,DISGUST,"Oh, she did NOT just say that.",INT. HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song."
542,FEAR,A NEW GIRL? Meg has a new friend already?!,INT. HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song."
543,DISGUST,"Hey hey, stay happy! We do NOT want to lose any more islands here guys!",INT. HEADQUARTERS,Anger GROWLS.
544,MEG,We can pass the puck to each other without even looking. It's like mind reading!,INT. RILEY'S ROOM,Anger GROWLS.
545,ANGER,"You like to read minds, Meg? I got something for you to read right here! (grabbing the controls)",INT. HEADQUARTERS,Anger GROWLS.
546,DISGUST,"No no no, what are you doing?!",INT. HEADQUARTERS,Anger GROWLS.
547,FEAR,"Wait, wait-- let's just be calm for one second--",INT. HEADQUARTERS,Anger GROWLS.
548,ANGER,GAAAAAA!!!!,INT. HEADQUARTERS,Anger snaps Fear's nose like a rubber band. Anger slams the controls forward like a lunatic.
549,MEG,I heard they have parrots living in-,INT. RILEY'S ROOM,Anger snaps Fear's nose like a rubber band. Anger slams the controls forward like a lunatic.
550,RILEY,I gotta go.,INT. RILEY'S ROOM,Anger snaps Fear's nose like a rubber band. Anger slams the controls forward like a lunatic.
551,MEG,What?,INT. RILEY'S ROOM,Anger snaps Fear's nose like a rubber band. Anger slams the controls forward like a lunatic.
552,RILEY,I GOTTA GO.,INT. RILEY'S ROOM,Anger snaps Fear's nose like a rubber band. Anger slams the controls forward like a lunatic.
553,JOY,What...?,EXT. LONG-TERM MEMORY,"Joy follows the Forgetters, trying to get directions. They ignore her, singing the gum-commercial jingle. A horrible mechanical GROANING sound. Joy reacts."
554,JOY,Friendship Island?,EXT. LONG-TERM MEMORY,Joy rounds a corner and sees Friendship Island crumbling.
555,JOY,Wh-- ?,EXT. LONG-TERM MEMORY,The FRIENDSHIP CORE MEMORY Joy holds fades. She runs forward.
556,JOY,"Ohh, not Friendship.",EXT. LONG-TERM MEMORY,She looks on in horror as Friendship Island falls.
557,SADNESS,"Oh, Riley loved that one. And now it's GONE. Goodbye friendship, hello loneliness.",EXT. LONG-TERM MEMORY,Joy hugs the core memories. One of them is memory of young Riley and Meg walking together.
558,JOY,(trying to stay positive) We'll just have to go the long way.,EXT. LONG-TERM MEMORY,Joy sees Hockey Island in the distance.
559,SADNESS,"Yeah. The long, long, looong way. I'm ready.",EXT. LONG-TERM MEMORY,They turn to look back into the deep memory shelves.
560,JOY,"Ah, yes. (pulling Sadness) There's gotta be a better way.",EXT. LONG-TERM MEMORY,"Sadness lies down on the ground, offering her leg. Joy sighs. She doesn't want to do this again."
561,BING BONG,"(talking to the memories) Ohhh, look at you, you're a KEEPER!",EXT. LONG-TERM MEMORY,"Sadness lies down on the ground, offering her leg. Joy sighs. She doesn't want to do this again."
562,JOY,Huh?,EXT. LONG-TERM MEMORY,"Sadness lies down on the ground, offering her leg. Joy sighs. She doesn't want to do this again."
563,BING BONG,"I will take you, but not you. (beat) Oh who am I kidding, I can't leave you!",EXT. LONG-TERM MEMORY,"Joy sees a strange figure up ahead, gathering memories."
564,JOY,Hello!,EXT. LONG-TERM MEMORY,"Joy sees a strange figure up ahead, gathering memories."
565,JOY,"Wait! Hey, wait!  Stop!",EXT. LONG-TERM MEMORY,The figure sees Joy -- and bolts.
566,JOY,Excuse me...?,EXT. LONG-TERM MEMORY DEAD END,"Joy rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old."
567,BING BONG,"(jumping up; cornered) Ahhhh! Uh, I was looking for, uh-- (grabs a memory) --DIVERSION!",EXT. LONG-TERM MEMORY DEAD END,"Joy rounds a corner to find the figure crouched on the ground, hiding his face in his hands like a three year old."
568,BING BONG,"Ha ha! So long, sucker!",EXT. LONG-TERM MEMORY DEAD END,He THROWS IT and makes a run for it.
569,BING BONG,"Ow!  Oww, I hurt all over.",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
570,JOY,Wait. I know you.,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
571,BING BONG,"No you don't. I get that a lot, I look like a lot of people.",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
572,JOY,"No, I do! Bing Bong! Riley's Imaginary Friend!",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
573,BING BONG,You really DO know me!,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
574,JOY,"Well of course! Riley loved playing with you, you two were best friends! Oh! You would know. We're trying to get back to Headquarters...",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
575,BING BONG,Headquarters? You guys are from Headquarters?,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
576,JOY,"(mock modesty) Well, yeah. I'm Joy. This is Sadness.",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
577,BING BONG,You're Joy? THE Joy?,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
578,JOY,Mm-hmm.,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
579,BING BONG,Well what the heck are you doing out here?,EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
580,JOY,"That's a good question! You want to answer that, Sadness?",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
581,BING BONG,"Without you, Riley won't ever be happy. We can't have that, we gotta get you back! I'll tell you what, follow me.",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
582,JOY,"Oh, thank you!",EXT. LONG-TERM MEMORY DEAD END,He immediately crashes into a cart of memories.
583,JOY,"It is so great to see you again. I gotta tell you, I am such a huge fan of your work. Do you remember when you and Riley were in a band?",EXT. LONG-TERM MEMORY,Bing Bong leads them on through the memory shelves.
584,JOY,I went to all of your concerts.,EXT. LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk."
585,BING BONG,"Yeah, I blow a mean nose.",EXT. LONG-TERM MEMORY,"FLASH CUTS of their adventures: *Riley bangs on pots and pans, Bing Bong plays his trunk."
586,JOY,Watching you play tag was such a treat.,EXT. LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him."
587,BING BONG,Two-time world champ.,EXT. LONG-TERM MEMORY,"*Bing Bong runs on ceiling, Riley chases after him."
588,JOY,"Oh, and remember your rocket?!",EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
589,BING BONG,Of course! It runs on song power.,EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
590,JOY,"That's right, your theme song! (singing) Who's your friend who likes to play?",EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
591,BING BONG,(sings) BING BONG BING BONG!,EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
592,JOY,His rocket makes you yell Hooray!,EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
593,BING BONG,BING BONG BING BONG!,EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
594,JOY,BING BONG BING BONG!,EXT. LONG-TERM MEMORY,*Riley and Bing Bong sit in her wagon (rocket).
595,SADNESS,What exactly are you supposed to be?,EXT. LONG-TERM MEMORY,"Sadness eyes Bing Bong, who is a pink elephant made with a cat tail."
596,BING BONG,"You know, it's unclear. I'm mostly cotton candy, but shape-wise, I'm part cat, part elephant, part dolphin.",EXT. LONG-TERM MEMORY,"Sadness eyes Bing Bong, who is a pink elephant made with a cat tail."
597,JOY,Dolphin?,EXT. LONG-TERM MEMORY,"Sadness eyes Bing Bong, who is a pink elephant made with a cat tail."
598,BING BONG,"You gotta remember, when Riley was three, animals were all the rage. The cow goes moo. The horse goes neigh. That's all people talked about back then.",EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
599,JOY,"Yeah, I guess that's true. What are you doing out here?",EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
600,BING BONG,"Well, there's not much call for imaginary friends lately, so, uh, you know, I'm...",EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
601,JOY,"Hey, hey, don't be sad. Tell you what, when I get back up to Headquarters, I'll make sure Riley remembers you.",EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
602,BING BONG,You will?!,EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
603,JOY,"Of course, she'd love that!",EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
604,BING BONG,Ha ha! This is the greatest day of my life!,EXT. LONG-TERM MEMORY,Bing Bong does a spot-on dolphin impression.
605,JOY,Are you okay?,EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
606,SADNESS,What's going on?,EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
607,BING BONG,"I cry candy. Try the caramel, it's delicious.",EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
608,JOY,Ooo. (fumbles memories) Woah!,EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
609,BING BONG,Oh-- here-- use this. (offers his satchel),EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
610,JOY,Thanks!,EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
611,BING BONG,"Oh, hold on. Wait a second.",EXT. LONG-TERM MEMORY,"He launches into a jig, but hurts himself and bursts into tears. Candy pours out of his tear ducts."
612,BING BONG,What? It's imaginary.,EXT. LONG-TERM MEMORY,"He empties out an impossible amount of stuff: tons of memories, a boot, an anchor, a cat... Joy and Sadness stare in amazement."
613,JOY,Thanks! This'll make it a lot easier to walk back to Headquarters.,EXT. LONG-TERM MEMORY,Joy accepts the satchel and puts in the core memories.
614,BING BONG,Walk? We're not walkin'! We're taking the Train of Thought!,EXT. LONG-TERM MEMORY,Joy accepts the satchel and puts in the core memories.
615,JOY,"The train, of course! That is so much faster! But how do we catch it?",EXT. LONG-TERM MEMORY,He points to the train speeding towards Headquarters.
616,BING BONG,"Well, it kind of goes all over the place, but there is a station in Imaginationland. I know a short cut. Come on, this way!",EXT. LONG-TERM MEMORY,He points to the train speeding towards Headquarters.
617,JOY,I'm so glad we ran into you!,EXT. LONG-TERM MEMORY,He points to the train speeding towards Headquarters.
618,BING BONG,The station is right through here.,EXT. LONG-TERM MEMORY,A giant BUILDING blocks their progress. Bing Bong opens a door. It's dark inside.
619,BING BONG,After you.,EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
620,SADNESS,Joy...,EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
621,JOY,What?,EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
622,SADNESS,I read about this place in the manual. We shouldn't go in there.,EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
623,JOY,Bing Bong says it's the quickest way to Headquarters.,EXT. LONG-TERM MEMORY,The train station is visible through a door on the other side.
